fund_id,scheme_name,amc_name,category,sub_category,risk_level,risk_cluster_label,cluster,rating,fund_manager,returns_1yr,returns_3yr,returns_5yr,composite_return,net_return,expense_ratio,sharpe,alpha,beta,std_dev,rari,fund_size_cr,fund_size_category,min_sip,min_lumpsum,investment_score,return_consistency,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
379,Indiabulls Overnight Fund,Indiabulls Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,1,Karan Singh,5.2,3.8,8.9,6.375,6.195,0.18,-0.36,0.4,0.39,0.33,19.318181818181817,42.0,Small (<500 Cr),500,500,28.8,70.8583124744332,696,639,811,False
380,Indiabulls Short Term Fund,Indiabulls Mutual Fund,Debt,Short Duration Funds,3,⭐ High Return / Low Risk,1,2,Karan Singh,4.4,5.1,5.9,5.32,4.94,0.38,0.7,4.88,2.83,1.55,3.432258064516129,25.0,Small (<500 Cr),500,500,29.77,72.74277768101625,674,743,680,False
381,Indiabulls Tax Savings Fund,Indiabulls Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Sumit Bhatnagar,1.0,22.3,7.8,11.515,11.015,0.5,1.21,-2.36,0.88,15.09,0.7630881378396288,36.0,Small (<500 Cr),500,500,45.82,62.61384162128127,287,392,479,False
382,Indiabulls Value Fund,Indiabulls Mutual Fund,Equity,Value Funds,6,📈 High Return / Moderate Risk,0,2,Sumit Bhatnagar,-0.2,25.6,6.3,11.755,11.255,0.5,1.27,-0.23,0.92,16.23,0.724276032039433,9.71,Small (<500 Cr),500,500,39.85,60.07456507956971,391,371,442,False
383,Invesco India – Invesco GEI Fund,Invesco Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Amit Nigam,9.5,24.4,9.5,14.715,13.985,0.73,1.01,1.855,0.86,17.74,0.8294813979706878,12.0,Small (<500 Cr),500,1000,48.46,64.89081402003734,242,226,566,False
384,Invesco India Arbitrage Fund,Invesco Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,5,Deepak Gupta,6.4,5.0,5.6,5.550000000000001,5.170000000000001,0.38,1.5,1.77,0.53,0.71,7.816901408450706,3184.0,Mid (500–5K Cr),500,1000,34.94,72.79095611410591,506,725,232,False
385,Invesco India Banking & PSU Debt Fund,Invesco Mutual Fund,Debt,Banking and PSU Mutual Funds,3,⭐ High Return / Low Risk,1,1,Vikas Garg,2.3,5.8,6.4,5.37,5.09,0.28,0.25,4.59,2.79,3.47,1.547550432276657,131.0,Small (<500 Cr),1000,1000,27.77,71.27898587359711,720,739,764,False
386,Invesco India Contra Fund,Invesco Mutual Fund,Equity,Contra Funds,6,📈 High Return / Moderate Risk,0,4,Taher Badshah,2.8,27.6,12.3,15.755,15.135000000000002,0.62,1.45,2.27,0.94,16.24,0.9701354679802956,9347.0,Large (5K–20K Cr),500,1000,56.06,60.98080597471496,139,181,269,False
387,Invesco India Corporate Bond Fund,Invesco Mutual Fund,Debt,Corporate Bond Mutual Funds,2,⭐ High Return / Low Risk,1,3,Vikas Garg,3.7,6.4,6.9,6.085000000000001,5.805000000000001,0.28,0.91,1.51,0.67,1.86,3.2715053763440864,2065.0,Mid (500–5K Cr),100,1000,32.26,71.77189951980604,603,670,623,False
388,Invesco India Credit Risk Fund,Invesco Mutual Fund,Debt,Credit Risk Funds,2,⭐ High Return / Low Risk,1,2,Vikas Garg,4.4,6.0,3.5,4.555,4.275,0.28,0.97,9.17,4.76,2.89,1.5761245674740485,129.0,Small (<500 Cr),1000,1000,34.1,72.22710503674791,542,799,588,False
389,Invesco India Dynamic Equity Fund,Invesco Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6,⭐ High Return / Low Risk,1,2,Amit Ganatra,3.9,15.4,7.4,9.5,8.55,0.95,1.27,0.76,0.59,9.2,1.032608695652174,612.0,Mid (500–5K Cr),500,1000,36.09,67.59841996968696,477,462,442,False
390,Invesco India Equity & Bond Fund,Invesco Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Dhimant Kothari,1.5,17.4,8.9,10.395,9.635,0.76,1.29,1.1,0.71,10.94,0.95018281535649,378.0,Small (<500 Cr),500,1000,40.67,65.53699383926578,374,440,396,False
391,Invesco India Equity Savings Fund,Invesco Mutual Fund,Hybrid,Equity Savings Mutual Funds,4,⭐ High Return / Low Risk,1,2,Dhimant Kothari,1.2,9.6,8.9,7.604999999999999,6.875,0.73,1.08,0.17,0.82,5.58,1.3629032258064515,132.0,Small (<500 Cr),500,1000,31.09,68.83250334802719,630,516,534,False
392,Invesco India Financial Services Fund,Invesco Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Hiten Jain,5.9,22.6,10.9,13.995,12.915,1.08,1.0,1.74,0.8,21.36,0.6551966292134832,472.0,Small (<500 Cr),100,1000,42.56,64.92225764141371,334,264,570,False
393,Invesco India Gilt Fund,Invesco Mutual Fund,Debt,Gilt Mutual Funds,2,⭐ High Return / Low Risk,1,1,Vikas Garg,4.9,4.2,6.7,5.465,4.984999999999999,0.48,0.06,-0.44,0.54,2.51,2.1772908366533867,22.0,Small (<500 Cr),100,1000,21.1,72.20363022281921,791,732,782,False
394,Invesco India Gold Fund,Invesco Mutual Fund,Other,FoFs Domestic,5,📈 High Return / Moderate Risk,0,4,Krishna Cheemalapati,13.2,11.5,13.2,12.605,12.445,0.16,0.51,0.29,1.03,14.79,0.8522650439486139,59.0,Small (<500 Cr),500,1000,39.34,72.5118375733404,401,341,712,False
395,Invesco India Growth Opportunities Fund,Invesco Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,3,Amit Ganatra,0.8,22.8,11.0,13.09,12.43,0.66,1.3,0.23,0.84,15.03,0.8709248170326015,3665.0,Mid (500–5K Cr),100,1000,47.75,62.48364033164852,261,310,387,False
396,Invesco India Infrastructure Fund,Invesco Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Amit Nigam,8.9,33.2,14.6,19.97,18.89,1.08,1.59,8.67,0.61,17.74,1.1257046223224354,445.0,Small (<500 Cr),500,1000,62.98,60.78546145465227,70,60,170,False
397,Invesco India Largecap Fund,Invesco Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Amit Nigam,-1.8,24.0,11.1,13.035,12.225,0.81,1.28,-0.23,0.92,16.09,0.810130515848353,724.0,Mid (500–5K Cr),100,1000,37.26,60.59333303096276,446,316,432,False
398,Invesco India Liquid Fund,Invesco Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,3,Krishna Cheemalapati,5.6,4.3,5.3,5.01,4.859999999999999,0.15,0.83,1.31,0.75,0.37,13.54054054054054,6434.0,Large (5K–20K Cr),500,1000,33.3,72.81264710240735,570,779,649,False
399,Invesco India Medium Duration Fund,Invesco Mutual Fund,Debt,Medium Duration Funds,3,📈 High Return / Moderate Risk,0,2,Vikas Garg,3.5,18.5,8.9,11.18,10.78,0.4,1.29,1.855,0.86,12.3,0.9089430894308942,306.0,Small (<500 Cr),1000,1000,46.41,65.89596506567372,278,409,396,False
400,Invesco India Midcap Fund,Invesco Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Pranav Gokhale,0.2,33.5,14.6,18.335,17.615000000000002,0.72,1.56,-0.38,0.86,15.97,1.148090169067001,2618.0,Mid (500–5K Cr),500,1000,61.14,56.79273423930263,87,93,190,False
401,Invesco India Money Market Fund,Invesco Mutual Fund,Debt,Money Market Funds,2,⭐ High Return / Low Risk,1,2,Krishna Cheemalapati,5.0,5.1,5.8,5.395,5.175,0.22,1.14,3.07,1.61,0.8,6.74375,2294.0,Mid (500–5K Cr),1000,1000,34.53,73.0574431366087,525,736,508,False
402,Invesco India Multicap Fund,Invesco Mutual Fund,Equity,Multi Cap Funds,6,📈 High Return / Moderate Risk,0,0,Pranav Gokhale,1.4,27.0,11.0,14.68,14.03,0.65,1.43,2.38,0.91,16.67,0.8806238752249549,2347.0,Mid (500–5K Cr),500,1000,54.21,60.56068700111514,166,229,280,False
403,Invesco India Overnight Fund,Invesco Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,3,Krishna Cheemalapati,5.3,3.8,8.9,6.395,6.305,0.09,-0.06,0.55,0.42,0.35,18.27142857142857,337.0,Small (<500 Cr),100,1000,29.87,70.87226454654653,667,634,801,False
404,Invesco India PSU Equity Fund,Invesco Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Dhimant Kothari,16.2,26.5,12.6,18.185,17.224999999999998,0.96,1.19,3.08,0.66,18.45,0.9856368563685636,394.0,Small (<500 Cr),500,1000,52.49,66.27922647967497,185,97,485,False
405,Invesco India Short Term Fund,Invesco Mutual Fund,Debt,Short Duration Funds,2,⭐ High Return / Low Risk,1,2,Vikas Garg,3.9,6.2,6.8,6.01,5.66,0.35,0.76,4.41,2.19,1.93,3.1139896373056994,350.0,Small (<500 Cr),1000,1000,31.61,71.96253803053543,616,679,669,False
406,Invesco India Smallcap Fund,Invesco Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Taher Badshah,3.5,34.6,8.9,16.814999999999998,16.034999999999997,0.78,1.7,3.51,0.82,18.25,0.9213698630136984,1400.0,Mid (500–5K Cr),500,1000,62.58,56.87577203864703,75,142,128,False
407,Invesco India Tax Plan – Direct Growth,Invesco Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Amit Nigam,-5.2,22.4,10.8,11.66,10.74,0.92,1.19,-2.63,0.94,16.3,0.7153374233128834,1833.0,Mid (500–5K Cr),500,500,32.98,59.63500220314178,582,377,485,False
408,Invesco India Treasury Advantage Fund,Invesco Mutual Fund,Debt,Low Duration Funds,2,⭐ High Return / Low Risk,1,2,Krishna Cheemalapati,4.9,5.6,6.4,5.82,5.5,0.32,1.34,2.95,1.27,0.93,6.258064516129032,1230.0,Mid (500–5K Cr),100,1000,35.34,72.74277768101625,496,701,359,False
409,Invesco India Ultra Short Term Fund,Invesco Mutual Fund,Debt,Ultra Short Duration Funds,2,⭐ High Return / Low Risk,1,3,Krishna Cheemalapati,5.4,5.1,6.0,5.565,5.324999999999999,0.24,1.59,2.51,1.2,0.57,9.763157894736842,818.0,Mid (500–5K Cr),1000,1000,38.01,73.03507546146717,426,724,170,False
410,ITI Arbitrage Fund,ITI Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,1,Vikrant Mehta,3.9,3.3,8.9,5.94,5.72,0.22,-0.71,-0.04,0.31,0.65,9.138461538461538,7.04,Small (<500 Cr),500,5000,25.12,70.41870568226938,759,684,812,False
411,ITI Balanced Advantage Fund,ITI Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6,⭐ High Return / Low Risk,1,1,Dhimant Shah,-0.2,12.3,8.9,8.27,7.92,0.35,0.88,-0.95,0.59,11.13,0.74303683737646,452.0,Small (<500 Cr),500,5000,28.58,67.03036157814014,703,497,633,False
412,ITI Banking & PSU Debt Fund,ITI Mutual Fund,Debt,Banking and PSU Mutual Funds,2,📈 High Return / Moderate Risk,0,5,Vikrant Mehta,5.4,18.5,8.9,11.56,11.409999999999998,0.15,1.29,1.855,0.86,12.3,0.9398373983739836,27.0,Small (<500 Cr),500,5000,49.46,66.71075731569549,225,386,396,False
413,ITI Dynamic Bond Fund,ITI Mutual Fund,Debt,Dynamic Bond,2,📈 High Return / Moderate Risk,0,5,Vikrant Mehta,5.7,18.5,8.9,11.62,11.48,0.14,1.29,1.855,0.86,12.3,0.9447154471544716,57.0,Small (<500 Cr),500,5000,49.62,66.83200183267114,220,379,396,False
414,ITI Liquid Fund,ITI Mutual Fund,Debt,Liquid Mutual Funds,1,⭐ High Return / Low Risk,1,2,Vikrant Mehta,5.5,3.9,8.9,6.47,6.38,0.09,0.0,0.63,0.47,0.37,17.486486486486488,31.0,Small (<500 Cr),500,5000,30.23,70.93990396400201,656,607,793,False
415,ITI Long Term Equity Fund,ITI Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Dhimant Shah,5.6,23.7,8.9,13.419999999999998,12.98,0.44,1.31,0.26,0.86,15.59,0.8608082103912763,156.0,Small (<500 Cr),500,500,51.15,63.85365807102073,204,289,375,False
416,ITI Overnight Fund,ITI Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,1,Vikrant Mehta,5.2,3.8,8.9,6.375,6.295,0.08,-0.22,0.48,0.42,0.34,18.75,26.0,Small (<500 Cr),500,5000,29.86,70.8583124744332,668,639,808,False
417,ITI Small Cap Fund,ITI Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,1,Dhimant Shah,6.5,29.4,8.9,15.595,15.155,0.44,1.27,-4.78,0.95,21.23,0.7345737164390014,1015.0,Mid (500–5K Cr),500,5000,54.59,60.907494428258,157,188,442,False
418,ITI Ultra Short Duration Fund,ITI Mutual Fund,Debt,Ultra Short Duration Funds,2,📈 High Return / Moderate Risk,0,2,Vikrant Mehta,5.3,18.5,8.9,11.54,11.44,0.1,1.29,1.855,0.86,12.3,0.938211382113821,119.0,Small (<500 Cr),500,5000,49.98,66.66984418726997,216,389,396,False
419,JM Arbitrage Fund,JM Financial Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,1,Asit Bhandarkar,5.4,3.7,4.5,4.4,4.04,0.36,-0.23,0.56,0.55,0.72,6.111111111111112,60.0,Small (<500 Cr),500,5000,21.66,72.64284297615121,785,804,809,False
420,JM Dynamic Bond Fund,JM Financial Mutual Fund,Debt,Dynamic Bond,2,⭐ High Return / Low Risk,1,4,Gurvinder Singh Wasan,4.8,6.0,6.1,5.805,5.175,0.63,0.95,1.34,0.65,1.61,3.605590062111801,43.0,Small (<500 Cr),1000,5000,28.22,72.76991521715574,713,703,601,False
421,JM Equity Hybrid Fund,JM Financial Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Asit Bhandarkar,8.0,29.5,11.2,16.965,15.595,1.37,1.4,5.95,1.0,17.44,0.9727637614678898,11.0,Small (<500 Cr),500,5000,51.85,61.89318935369163,193,137,304,False
422,JM Flexicap Fund,JM Financial Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,4,Gurvinder Singh Wasan,5.2,30.7,13.8,17.995,16.375,1.62,1.4,1.75,0.9,16.28,1.1053439803439804,255.0,Small (<500 Cr),500,5000,49.03,60.52015557386562,232,101,304,False
423,JM Focused Fund,JM Financial Mutual Fund,Equity,Focused Funds,6,📈 High Return / Moderate Risk,0,1,Gurvinder Singh Wasan,3.1,19.4,8.6,11.28,9.7,1.58,1.08,-2.98,0.93,16.71,0.6750448833034111,42.0,Small (<500 Cr),500,5000,30.7,65.20096706380156,642,404,534,False
424,JM Large Cap Fund,JM Financial Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Gurvinder Singh Wasan,1.8,18.3,10.4,11.445,9.645,1.8,1.2,-0.69,0.67,12.03,0.9513715710723192,44.0,Small (<500 Cr),500,5000,29.63,65.24085865455096,676,395,482,False
425,JM Liquid Fund,JM Financial Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,4,Shalini Tibrewala,5.6,4.2,5.3,4.975,4.824999999999999,0.15,0.86,1.22,0.68,0.36,13.819444444444445,1426.0,Mid (500–5K Cr),1000,5000,33.43,72.75622155137955,565,787,641,False
426,JM Low Duration Fund,JM Financial Mutual Fund,Debt,Low Duration Funds,2,⭐ High Return / Low Risk,1,4,Shalini Tibrewala,5.1,11.5,5.3,7.43,7.09,0.34,0.64,9.03,1.19,11.61,0.6399655469422911,151.0,Small (<500 Cr),1000,5000,37.54,69.85465195123071,439,521,691,False
427,JM Medium to Long Duration Fund,JM Financial Mutual Fund,Debt,Medium to Long Duration Funds,3,⭐ High Return / Low Risk,1,2,Gurvinder Singh Wasan,2.5,4.8,3.1,3.575,3.095,0.48,0.2,0.23,1.39,3.03,1.17986798679868,19.0,Small (<500 Cr),1000,5000,21.25,72.30029768641788,788,809,767,False
428,JM Tax Gain Fund,JM Financial Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Gurvinder Singh Wasan,0.9,26.2,12.8,15.11,13.66,1.45,1.35,0.39,0.93,16.56,0.91243961352657,70.0,Small (<500 Cr),500,500,43.95,60.83592413340399,313,204,353,False
429,JM Value Fund,JM Financial Mutual Fund,Equity,Value Funds,6,📈 High Return / Moderate Risk,0,2,Gurvinder Singh Wasan,7.7,28.9,12.4,17.235,15.364999999999998,1.87,1.53,4.56,0.89,16.13,1.0685058896466213,163.0,Small (<500 Cr),500,5000,46.51,62.3594508089643,276,129,207,False
430,Kotak Balanced Advantage Fund,Kotak Mahindra Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6,📈 High Return / Moderate Risk,0,3,Harish Krishnan,5.5,18.1,8.9,11.44,10.96,0.48,1.59,3.56,0.56,8.76,1.305936073059361,14279.0,Large (5K–20K Cr),1000,1000,48.39,66.97464195580562,243,396,170,False
431,Kotak Banking and PSU Debt Fund,Kotak Mahindra Mutual Fund,Debt,Banking and PSU Mutual Funds,3,⭐ High Return / Low Risk,1,3,Deepak Agrawal,4.7,6.7,7.5,6.66,6.29,0.37,1.03,4.03,1.45,2.03,3.2807881773399017,5256.0,Large (5K–20K Cr),1000,5000,34.01,72.05111252077717,547,582,553,False
432,Kotak Bluechip Fund,Kotak Mahindra Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,5,Harish Krishnan,3.3,26.8,12.6,15.71,15.07,0.64,1.45,1.75,0.91,15.3,1.026797385620915,5259.0,Large (5K–20K Cr),100,1000,55.0,61.6584974455677,150,183,269,False
433,Kotak Bond – Short Term Fund,Kotak Mahindra Mutual Fund,Debt,Short Duration Funds,3,⭐ High Return / Low Risk,1,3,Deepak Agrawal,4.4,6.5,7.2,6.3950000000000005,6.035,0.36,1.12,4.73,2.06,1.76,3.633522727272728,12203.0,Large (5K–20K Cr),1000,5000,34.75,72.03616683133647,514,633,514,False
434,Kotak Bond Fund,Kotak Mahindra Mutual Fund,Debt,Medium to Long Duration Funds,2,⭐ High Return / Low Risk,1,3,Abhishek Bisen,4.1,6.4,7.7,6.525,5.8950000000000005,0.63,0.6,1.47,1.57,3.19,2.0454545454545454,1584.0,Mid (500–5K Cr),1000,5000,26.48,71.67033184244605,742,597,700,False
435,Kotak Corporate Bond Fund,Kotak Mahindra Mutual Fund,Debt,Corporate Bond Mutual Funds,2,⭐ High Return / Low Risk,1,3,Deepak Agrawal,4.5,6.4,7.1,6.334999999999999,6.014999999999999,0.32,1.23,1.73,0.59,1.54,4.113636363636363,8880.0,Large (5K–20K Cr),1000,5000,34.51,72.14797062625539,527,645,471,False
436,Kotak Credit Risk Fund,Kotak Mahindra Mutual Fund,Debt,Credit Risk Funds,5,⭐ High Return / Low Risk,1,2,Deepak Agrawal,1.6,5.9,6.4,5.265000000000001,4.525,0.74,0.47,0.82,-0.4,2.92,1.8030821917808224,1204.0,Mid (500–5K Cr),1000,5000,22.55,70.85452016656079,779,750,722,False
437,Kotak Debt Hybrid Fund,Kotak Mahindra Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,4,📈 High Return / Moderate Risk,0,5,Devender Singhal,6.1,14.3,10.0,10.725,10.285,0.44,2.06,4.79,0.7,4.73,2.267441860465116,1650.0,Mid (500–5K Cr),1000,5000,49.38,69.39170733700514,228,427,20,False
438,Kotak Dynamic Bond Fund,Kotak Mahindra Mutual Fund,Debt,Dynamic Bond,3,⭐ High Return / Low Risk,1,4,Deepak Agrawal,3.9,6.6,7.8,6.6,6.199999999999999,0.4,0.69,1.66,1.32,2.95,2.23728813559322,1992.0,Mid (500–5K Cr),1000,5000,29.91,71.49583459541894,664,587,683,False
439,Kotak Emerging Equity Fund,Kotak Mahindra Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Pankaj Tibrewal,6.6,34.0,15.2,20.06,19.57,0.49,1.82,3.18,0.9,16.42,1.2216808769792933,23962.0,Giant (>20K Cr),100,100,68.98,59.48048178648007,44,58,83,True
440,Kotak Equity Arbitrage Fund,Kotak Mahindra Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,4,Hiten Shah,5.8,4.9,5.6,5.395,4.965,0.43,1.26,1.66,0.54,0.75,7.1933333333333325,21917.0,Giant (>20K Cr),1000,5000,32.38,73.0207514683375,600,736,452,False
441,Kotak Equity Hybrid Fund,Kotak Mahindra Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Pankaj Tibrewal,5.0,26.9,12.8,16.175,15.595,0.58,1.86,7.32,0.79,11.76,1.3754251700680271,3269.0,Mid (500–5K Cr),1000,5000,61.57,62.39333303096276,82,167,69,False
442,Kotak Equity Opportunities – Direct Growth,Kotak Mahindra Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,4,Harsha Upadhyaya,6.2,28.8,13.9,17.575,16.974999999999998,0.6,1.64,4.72,0.84,14.62,1.2021203830369358,11608.0,Large (5K–20K Cr),500,500,61.28,62.00377255198882,85,120,144,False
443,Kotak Equity Savings Fund,Kotak Mahindra Mutual Fund,Hybrid,Equity Savings Mutual Funds,4,📈 High Return / Moderate Risk,0,4,Devender Singhal,6.6,14.4,9.2,10.5,9.48,1.02,1.8,4.5,0.79,5.64,1.8617021276595749,2097.0,Mid (500–5K Cr),1000,5000,41.03,69.5217674286677,364,435,87,False
444,Kotak Flexi Cap Fund,Kotak Mahindra Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,3,Harsha Upadhyaya,3.8,25.0,11.7,14.775,14.095,0.68,1.37,0.11,0.88,15.22,0.9707621550591324,35775.0,Giant (>20K Cr),500,5000,51.1,62.77932351071311,205,223,339,False
445,Kotak Floating Rate Fund,Kotak Mahindra Mutual Fund,Debt,Floater Mutual Funds,2,⭐ High Return / Low Risk,1,2,Deepak Agrawal,4.6,7.0,8.9,7.375,7.155,0.22,1.02,3.79,1.03,2.35,3.1382978723404253,4796.0,Mid (500–5K Cr),1000,5000,36.29,71.33849351644356,470,525,559,False
446,Kotak Focused Equity Fund,Kotak Mahindra Mutual Fund,Equity,Focused Funds,6,📈 High Return / Moderate Risk,0,3,Shibani Kurian,0.5,26.6,8.9,13.415,12.905,0.51,1.44,1.39,0.9,15.69,0.8550031867431485,2447.0,Mid (500–5K Cr),1000,5000,53.87,60.17004514846168,171,291,272,False
447,Kotak Gilt – Invest Plan – Direct Growth,Kotak Mahindra Mutual Fund,Debt,Gilt Mutual Funds,2,⭐ High Return / Low Risk,1,4,Abhishek Bisen,5.2,6.3,8.4,7.025,6.615,0.41,0.64,1.3,0.7,3.24,2.1682098765432096,1699.0,Mid (500–5K Cr),1000,5000,29.46,71.86749991119514,679,546,691,False
448,Kotak Gilt Invest – PF & Trust Plan – Direct Growth,Kotak Mahindra Mutual Fund,Debt,Gilt Mutual Funds,2,⭐ High Return / Low Risk,1,4,Abhishek Bisen,5.2,6.3,8.4,7.025,6.615,0.41,0.64,1.3,0.7,3.23,2.174922600619196,1699.0,Mid (500–5K Cr),1000,5000,29.46,71.86749991119514,679,546,691,False
449,Kotak Gold Fund,Kotak Mahindra Mutual Fund,Other,FoFs Domestic,5,📈 High Return / Moderate Risk,0,3,Abhishek Bisen,14.2,12.2,13.7,13.275,13.095,0.18,0.48,-0.32,0.97,13.51,0.9826054774241302,1406.0,Mid (500–5K Cr),1000,5000,39.79,72.45250003122969,393,296,719,False
450,Kotak India EQ Contra Fund,Kotak Mahindra Mutual Fund,Equity,Contra Funds,6,📈 High Return / Moderate Risk,0,4,Shibani Kurian,7.3,29.7,14.2,18.245,17.435000000000002,0.81,1.57,4.24,0.92,15.95,1.1438871473354233,1440.0,Mid (500–5K Cr),1000,5000,59.58,62.02148342711364,103,94,184,False
451,Kotak India Growth Fund,Kotak Mahindra Mutual Fund,Equity,Multi Cap Funds,6,📈 High Return / Moderate Risk,0,0,Devender Singhal,4.8,35.5,15.6,20.405,20.065,0.34,1.75,7.67,0.95,17.23,1.1842716192687173,90.0,Small (<500 Cr),0,5000,73.62,57.92017235840392,28,48,107,True
452,Kotak Infrastructure & Ecoc. Reform-SP-DirGrowth,Kotak Mahindra Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Harish Krishnan,23.2,39.7,13.9,24.79,23.79,1.0,2.0,14.15,0.6,16.65,1.488888888888889,727.0,Mid (500–5K Cr),1000,5000,78.33,60.42696398673322,14,12,28,True
453,Kotak Liquid Fund,Kotak Mahindra Mutual Fund,Debt,Liquid Mutual Funds,3,⭐ High Return / Low Risk,1,2,Deepak Agrawal,5.6,4.3,5.3,5.01,4.859999999999999,0.15,0.85,1.33,0.76,0.38,13.18421052631579,33220.0,Giant (>20K Cr),1000,100,33.35,72.81264710240735,569,779,643,False
454,Kotak Low Duration Fund,Kotak Mahindra Mutual Fund,Debt,Low Duration Funds,3,⭐ High Return / Low Risk,1,3,Deepak Agrawal,5.4,6.2,6.9,6.355,5.925000000000001,0.43,1.43,2.9,0.78,1.3,4.888461538461539,7420.0,Large (5K–20K Cr),1000,5000,35.28,72.74277768101625,497,642,280,False
455,Kotak Medium Term Fund,Kotak Mahindra Mutual Fund,Debt,Medium Duration Funds,3,⭐ High Return / Low Risk,1,4,Deepak Agrawal,4.0,7.0,6.6,6.22,5.64,0.58,0.66,2.04,0.79,3.41,1.8240469208211143,1934.0,Mid (500–5K Cr),1000,5000,27.78,71.86442746791334,719,659,688,False
456,Kotak Money Market Fund,Kotak Mahindra Mutual Fund,Debt,Money Market Funds,3,⭐ High Return / Low Risk,1,3,Deepak Agrawal,5.6,5.1,6.1,5.65,5.39,0.26,1.92,2.59,1.2,0.51,11.078431372549018,14248.0,Large (5K–20K Cr),0,5000,40.45,72.99333303096276,378,717,48,False
457,Kotak Multi Asset Allocator FoF – Dynamic – Direct Growth,Kotak Mahindra Mutual Fund,Other,FoFs Domestic,5,📈 High Return / Moderate Risk,0,0,Devender Singhal,11.2,25.0,15.3,17.875,17.745,0.13,1.91,8.04,0.7,10.99,1.6264786169244767,783.0,Mid (500–5K Cr),1000,5000,67.36,66.40649076283421,52,103,52,False
458,Kotak Overnight Fund,Kotak Mahindra Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,3,Deepak Agrawal,5.4,3.9,8.9,6.45,6.38,0.07,-0.02,0.56,0.42,0.35,18.42857142857143,8999.0,Large (5K–20K Cr),0,5000,30.52,70.92753231123932,651,610,796,False
459,Kotak Savings Fund,Kotak Mahindra Mutual Fund,Debt,Ultra Short Duration Funds,3,⭐ High Return / Low Risk,1,3,Deepak Agrawal,5.5,5.2,6.2,5.71,5.34,0.37,1.85,2.57,1.12,0.58,9.844827586206897,12325.0,Large (5K–20K Cr),1000,5000,38.59,72.98017288701807,415,713,75,False
